sinif,split,orijinal_yol,yeni_yol,dosya_adi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_127_129/frame_000022.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00731.jpg,fake_train_00731.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_025_067/frame_000001.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00732.jpg,fake_train_00732.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_230_204/frame_000002.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00733.jpg,fake_train_00733.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_827_817/frame_000002.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00734.jpg,fake_train_00734.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_972_718/frame_000002.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00735.jpg,fake_train_00735.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_623_630/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00736.jpg,fake_train_00736.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_893_913/frame_000023.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00737.jpg,fake_train_00737.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_396_272/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00738.jpg,fake_train_00738.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_945_044/frame_000002.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00739.jpg,fake_train_00739.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_704_723/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00740.jpg,fake_train_00740.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_767_694/frame_000000.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00741.jpg,fake_train_00741.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_22_24__walking_and_outside_surprised__7E3GY85F/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00742.jpg,fake_train_00742.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_004_982/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00743.jpg,fake_train_00743.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_430_459/frame_000001.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00744.jpg,fake_train_00744.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_325_492/frame_000047.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00745.jpg,fake_train_00745.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_614_616/frame_000024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00746.jpg,fake_train_00746.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_20_26__talking_angry_couch__34DJQS3E/frame_000056.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00747.jpg,fake_train_00747.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_06_26__talking_angry_couch__L5BVR5L9/frame_000047.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00748.jpg,fake_train_00748.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_176_190/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00749.jpg,fake_train_00749.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_530_594/frame_000000.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00750.jpg,fake_train_00750.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_325_492/frame_000060.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00751.jpg,fake_train_00751.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_326_501/frame_000016.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00752.jpg,fake_train_00752.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_597_595/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00753.jpg,fake_train_00753.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_12_07__outside_talking_still_laughing__KAG65PEE/frame_000039.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00754.jpg,fake_train_00754.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_199_181/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00755.jpg,fake_train_00755.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_826_833/frame_000012.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00756.jpg,fake_train_00756.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_18_14__talking_against_wall__0YRBHIKG/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00757.jpg,fake_train_00757.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_298_279/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00758.jpg,fake_train_00758.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_02_15__talking_angry_couch__I8G2LWD1/frame_000001.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00759.jpg,fake_train_00759.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_652_773/frame_000001.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00760.jpg,fake_train_00760.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_15_02__talking_against_wall__TSRK8QS4/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00761.jpg,fake_train_00761.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_169_227/frame_000016.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00762.jpg,fake_train_00762.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_322_315/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00763.jpg,fake_train_00763.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_623_630/frame_000012.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00764.jpg,fake_train_00764.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_15_02__walking_down_indoor_hall_disgust__HTG660F8/frame_000052.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00765.jpg,fake_train_00765.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_568_628/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00766.jpg,fake_train_00766.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_677_671/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00767.jpg,fake_train_00767.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_951_947/frame_000025.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00768.jpg,fake_train_00768.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_01_02__outside_talking_still_laughing__YVGY8LOK/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00769.jpg,fake_train_00769.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_803_017/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00770.jpg,fake_train_00770.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_001_870/frame_000022.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00771.jpg,fake_train_00771.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_326_501/frame_000023.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00772.jpg,fake_train_00772.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_612_702/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00773.jpg,fake_train_00773.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_656_666/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00774.jpg,fake_train_00774.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_283_313/frame_000014.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00775.jpg,fake_train_00775.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_636_578/frame_000010.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00776.jpg,fake_train_00776.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_533_450/frame_000005.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00777.jpg,fake_train_00777.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_769_784/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00778.jpg,fake_train_00778.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_12_07__walking_down_indoor_hall_disgust__KAG65PEE/frame_000039.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00779.jpg,fake_train_00779.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_819_786/frame_000031.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00780.jpg,fake_train_00780.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_405_393/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00781.jpg,fake_train_00781.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_13_20__kitchen_still__LXLR1B6N/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00782.jpg,fake_train_00782.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_320_328/frame_000015.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00783.jpg,fake_train_00783.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_26_03__talking_angry_couch__WBSXBL82/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00784.jpg,fake_train_00784.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_835_651/frame_000018.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00785.jpg,fake_train_00785.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_267_286/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00786.jpg,fake_train_00786.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_963_879/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00787.jpg,fake_train_00787.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_971_564/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00788.jpg,fake_train_00788.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_06_02__walking_down_indoor_hall_disgust__GH8TGTBS/frame_000073.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00789.jpg,fake_train_00789.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_526_436/frame_000002.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00790.jpg,fake_train_00790.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_063_041/frame_000000.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00791.jpg,fake_train_00791.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_768_793/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00792.jpg,fake_train_00792.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_005_010/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00793.jpg,fake_train_00793.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_251_375/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00794.jpg,fake_train_00794.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_904_046/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00795.jpg,fake_train_00795.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_410_411/frame_000018.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00796.jpg,fake_train_00796.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_27_02__talking_angry_couch__FV8M8O2C/frame_000001.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00797.jpg,fake_train_00797.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_393_405/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00798.jpg,fake_train_00798.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_874_291/frame_000005.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00799.jpg,fake_train_00799.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_168_222/frame_000030.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00800.jpg,fake_train_00800.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_735_774/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00801.jpg,fake_train_00801.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_951_947/frame_000027.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00802.jpg,fake_train_00802.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_25_12__secret_conversation__MA71PDNV/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00803.jpg,fake_train_00803.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_20_09__walking_down_indoor_hall_disgust__RAGUKRMK/frame_000076.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00804.jpg,fake_train_00804.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_12_15__hugging_happy__N0SRODQD/frame_000035.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00805.jpg,fake_train_00805.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_939_115/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00806.jpg,fake_train_00806.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_276_185/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00807.jpg,fake_train_00807.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_387_311/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00808.jpg,fake_train_00808.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_902_901/frame_000010.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00809.jpg,fake_train_00809.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_014_790/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00810.jpg,fake_train_00810.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_20_13__kitchen_pan__4SAX54BT/frame_000031.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00811.jpg,fake_train_00811.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_736_785/frame_000016.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00812.jpg,fake_train_00812.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_26_27__talking_against_wall__IE9N0ZI9/frame_000049.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00813.jpg,fake_train_00813.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_746_571/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00814.jpg,fake_train_00814.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_917_924/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00815.jpg,fake_train_00815.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_14_03__talking_angry_couch__L0GHYIFS/frame_000064.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00816.jpg,fake_train_00816.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_895_915/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00817.jpg,fake_train_00817.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_12_15__kitchen_pan__N0SRODQD/frame_000024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00818.jpg,fake_train_00818.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_21_07__kitchen_pan__K7KXUHMU/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00819.jpg,fake_train_00819.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_21_14__podium_speech_happy__N0WM4GSV/frame_000063.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00820.jpg,fake_train_00820.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_882_952/frame_000010.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00821.jpg,fake_train_00821.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_558_583/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00822.jpg,fake_train_00822.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_466_428/frame_000000.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00823.jpg,fake_train_00823.jpg
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_12_21__outside_talking_still_laughing__J54W3PV1/frame_000028.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Fake/train/fake_train_00824.jpg,fake_train_00824.jpg
